1042.414189	724.0
1042.980685	724.75
1043.547124	725.0
1044.113505	722.5
1044.679828	719.75
1045.246093	721.0
1045.8123	720.75
1046.378449	721.25
1046.94454	727.75
1047.510573	713.25
1048.076548	721.75
1048.642465	722.25
1049.208325	716.0
1049.774126	718.25
1050.339869	721.0
1050.905555	718.5
1051.471183	717.5
1052.036752	716.25
1052.602264	712.25
1053.167718	718.0
1053.733114	718.5
1054.298452	714.75
1054.863733	716.5
1055.428955	723.75
1055.994119	716.0
1056.559226	720.25
1057.124275	710.0
1057.689266	717.5
1058.254199	714.75
1058.819074	714.0
1059.383891	711.0
1059.94865	715.5
1060.513352	720.0
1061.077996	712.25
1061.642582	718.75
1062.20711	717.25
1062.77158	714.25
1063.335992	715.0
1063.900347	713.5
1064.464643	718.75
1065.028882	712.5
1065.593063	719.5
1066.157187	716.75
1066.721252	715.0
1067.28526	713.0
1067.84921	714.5
1068.413102	715.5
1068.976936	710.75
1069.540713	718.25
1070.104431	714.5
1070.668092	717.5
1071.231696	711.75
1071.795241	714.5
1072.358729	708.5
1072.922159	716.75
1073.485531	714.25
1074.048845	717.75
1074.612102	711.25
1075.175301	714.0
1075.738442	713.5
1076.301525	714.75
1076.864551	711.25
1077.427519	716.0
1077.990429	713.25
1078.553281	714.5
1079.116076	710.25
1079.678813	710.75
1080.241492	714.25
1080.804114	714.0
1081.366678	715.5
1081.929184	711.75
1082.491633	712.75
1083.054024	715.0
1083.616357	712.75
1084.178632	711.0
1084.74085	715.0
1085.30301	711.0
1085.865113	713.75
1086.427158	718.75
1086.989145	707.0
1087.551074	711.75
1088.112946	710.25
1088.67476	711.25
1089.236517	715.75
1089.798216	709.75
1090.359857	710.75
1090.92144	713.5
1091.482966	719.75
1092.044435	714.25
1092.605845	715.0
1093.167199	716.75
1093.728494	715.0
1094.289732	709.25
1094.850912	714.0
1095.412035	716.5
1095.9731	714.75
1096.534107	715.5
1097.095057	718.0
1097.65595	715.5
1098.216784	711.5
1098.777561	715.0
1099.338281	709.0
1099.898943	713.25
1100.459547	711.75
1101.020094	710.75
1101.580584	714.0
1102.141015	709.25
